Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,total_sqft
424,20,RL,105.0,15431,Pave,No Alley,9,Lvl,1,Inside,4,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,25,9,PConc,25,9,16,36,1767.0,25,539.0,788.0,3094.0,GasA,25,1,16,2402,0,0,1.0,0.0,2,0,2,1,25,49,2,16,Attchd,2008.0,9,672.0,9,9,Y,0,72,0,0,170,0,0,0,No Feature,0,4,2009,WD ,555000,5496.0
1182,20,RL,0.0,11120,Pave,No Alley,4,Lvl,1,CulDSac,4,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,9,9,PConc,16,9,1,16,660.0,1,0.0,572.0,1232.0,GasA,9,1,16,1232,0,0,0.0,0.0,2,0,3,1,9,49,0,0,Attchd,1984.0,1,516.0,9,9,Y,0,0,0,0,0,0,0,0,No Feature,0,6,2008,WD ,162500,2464.0
2750,90,RL,73.0,9069,Pave,No Alley,9,Lvl,1,Inside,4,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,16,16,PConc,16,9,9,4,261.0,36,1083.0,0.0,1344.0,GasA,16,1,16,1440,0,0,2.0,0.0,2,0,2,2,16,49,0,0,Attchd,1993.0,1,920.0,9,9,Y,288,0,0,0,0,0,0,0,No Feature,0,4,2006,WD ,224500,2784.0
1016,20,RL,0.0,47280,Pave,No Alley,4,Lvl,1,Inside,4,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,9,9,CBlock,9,9,1,1,0.0,1,0.0,1488.0,1488.0,GasA,16,1,16,1488,0,0,0.0,0.0,2,1,3,1,9,49,1,9,Attchd,1950.0,4,738.0,9,9,Y,0,0,180,0,0,0,0,0,No Feature,0,7,2008,WD ,133000,2976.0
2436,60,RL,63.0,7875,Pave,No Alley,9,Lvl,1,Inside,4,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,16,9,PConc,16,9,1,1,0.0,1,0.0,783.0,783.0,GasA,25,1,16,807,702,0,0.0,0.0,2,1,3,1,16,49,1,16,Attchd,2003.0,9,393.0,9,9,Y,0,75,0,0,0,0,0,0,No Feature,0,7,2006,WD ,180000,2292.0
1607,20,RL,60.0,6600,Pave,No Alley,9,Lvl,1,Inside,4,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,9,9,CBlock,9,9,1,36,638.0,1,0.0,207.0,845.0,GasA,16,1,16,845,0,0,0.0,0.0,1,0,3,1,16,49,0,0,Attchd,1982.0,1,264.0,9,9,Y,0,0,0,0,0,0,0,0,No Feature,0,7,2008,WD ,134500,1690.0
2337,60,RL,66.0,13682,Pave,No Alley,1,HLS,1,CulDSac,4,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,25,9,PConc,25,9,16,1,0.0,1,0.0,1410.0,1410.0,GasA,25,1,16,1426,1519,0,0.0,0.0,3,1,3,1,16,49,1,16,BuiltIn,2006.0,9,641.0,9,9,Y,192,0,37,0,0,0,0,0,No Feature,0,10,2006,New,438780,4355.0
1233,80,RL,101.0,9150,Pave,No Alley,4,Lvl,1,Corner,4,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,9,9,CBlock,16,9,16,36,371.0,1,0.0,728.0,1099.0,GasA,16,1,16,1431,0,0,0.0,1.0,1,0,3,1,9,49,1,16,Basment,1962.0,4,296.0,9,9,Y,64,110,0,0,0,0,0,0,No Feature,0,12,2008,WD ,165000,2530.0
419,20,RL,65.0,7150,Pave,No Alley,9,Lvl,1,Inside,4,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,9,9,CBlock,9,9,1,16,432.0,1,0.0,460.0,892.0,GasA,9,1,16,892,0,0,0.0,0.0,1,0,3,1,9,49,0,0,Attchd,1967.0,4,288.0,9,9,Y,0,0,0,0,0,0,0,4,No Feature,0,7,2009,WD ,100000,1784.0
633,20,RL,0.0,12285,Pave,No Alley,4,Lvl,1,Inside,4,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,9,9,CBlock,9,9,1,16,544.0,1,0.0,785.0,1329.0,GasA,16,1,16,1329,0,0,0.0,0.0,1,1,3,1,9,49,2,16,Attchd,1960.0,1,441.0,9,9,Y,0,0,203,0,0,0,0,0,No Feature,0,8,2009,WD ,176000,2658.0
2722,20,RL,102.0,17920,Pave,No Alley,9,Lvl,1,Inside,4,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,9,9,CBlock,9,9,4,25,306.0,9,1085.0,372.0,1763.0,GasA,9,1,16,1779,0,0,1.0,0.0,1,1,3,1,9,49,1,16,Attchd,1955.0,1,454.0,9,9,Y,0,418,0,0,312,0,0,0,No Feature,0,7,2006,WD ,170000,3542.0
469,120,RL,53.0,3684,Pave,No Alley,9,Lvl,1,Inside,4,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,16,9,PConc,16,9,1,1,0.0,1,0.0,1373.0,1373.0,GasA,25,1,16,1555,0,0,0.0,0.0,2,0,2,1,16,49,1,9,Attchd,2007.0,9,660.0,9,9,Y,143,20,0,0,0,0,0,0,No Feature,0,6,2009,WD ,174000,2928.0
1365,50,RM,62.0,7006,Pave,No Alley,9,Lvl,1,Inside,4,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,9,9,PConc,9,9,1,9,121.0,1,0.0,647.0,768.0,GasA,9,1,16,788,448,0,1.0,0.0,2,0,3,1,9,49,1,16,Detchd,1985.0,1,384.0,9,9,Y,0,0,0,0,0,0,0,9,No Feature,0,8,2008,WD ,127000,2004.0
1098,60,RL,77.0,8390,Pave,No Alley,4,Lvl,1,Inside,4,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,9,9,PConc,16,9,1,1,0.0,1,0.0,831.0,831.0,GasA,25,1,16,873,778,0,0.0,0.0,2,1,3,1,9,49,1,9,BuiltIn,1999.0,9,450.0,9,9,Y,0,103,0,0,0,0,0,0,No Feature,0,5,2008,WD ,185900,2482.0
711,30,RM,50.0,5784,Pave,No Alley,9,Lvl,1,Inside,4,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,9,9,BrkTil,4,9,1,1,0.0,1,0.0,190.0,190.0,GasA,16,1,9,886,0,0,0.0,0.0,1,0,2,1,9,49,0,0,Attchd,1938.0,1,273.0,9,9,Y,144,20,80,0,0,0,0,0,No Feature,0,12,2009,WD ,91300,1076.0
2808,20,RL,70.0,9135,Pave,No Alley,9,Lvl,1,Inside,4,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,16,9,PConc,16,9,9,36,340.0,1,0.0,1342.0,1682.0,GasA,25,1,16,1700,0,0,1.0,0.0,2,0,3,1,16,49,0,0,Attchd,2003.0,4,544.0,9,9,Y,192,23,0,0,0,0,0,0,No Feature,0,5,2006,WD ,200000,3382.0
1959,50,RL,78.0,10496,Pave,No Alley,9,Lvl,1,Inside,4,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,9,9,CBlock,9,9,4,9,196.0,1,0.0,844.0,1040.0,GasA,25,1,16,1168,678,0,0.0,0.0,2,0,3,1,9,49,1,16,Attchd,1949.0,1,315.0,9,9,Y,0,0,0,0,0,0,0,4,No Feature,0,1,2007,WD ,143000,2886.0
2720,50,RL,0.0,13650,Pave,No Alley,9,Lvl,1,Inside,4,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,16,16,CBlock,9,9,1,25,57.0,16,441.0,554.0,1052.0,GasA,25,1,16,1252,668,0,1.0,0.0,2,0,4,1,16,49,1,16,Attchd,1958.0,1,451.0,9,9,Y,0,0,0,0,0,0,0,0,No Feature,0,7,2006,WD ,172500,2972.0
2170,20,RL,67.0,8308,Pave,No Alley,9,Lvl,1,Inside,4,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,9,16,CBlock,9,9,1,16,132.0,4,841.0,115.0,1088.0,GasA,9,1,16,1088,0,0,0.0,0.0,1,0,2,1,9,49,0,0,Detchd,2002.0,1,520.0,9,9,P,0,0,0,0,0,0,0,0,No Feature,0,6,2007,COD,110000,2176.0
603,20,RL,0.0,9450,Pave,No Alley,4,Lvl,1,Corner,4,NAmes,Norm,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,9,9,CBlock,9,9,1,16,775.0,1,0.0,265.0,1040.0,GasA,9,1,16,1362,0,0,1.0,0.0,1,0,3,1,9,49,1,16,Attchd,1982.0,4,768.0,9,9,Y,0,0,84,0,0,0,0,9,No Feature,0,5,2009,WD ,140000,2402.0
2113,20,RL,78.0,9317,Pave,No Alley,4,Lvl,1,Inside,4,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,16,9,PConc,16,9,1,36,24.0,1,0.0,1290.0,1314.0,GasA,16,1,16,1314,0,0,0.0,0.0,2,0,3,1,16,49,1,16,Attchd,2006.0,4,440.0,9,9,Y,0,22,0,0,0,0,0,0,No Feature,0,3,2007,WD ,176432,2628.0
1146,20,RL,0.0,7153,Pave,No Alley,9,Lvl,1,Inside,4,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,9,9,CBlock,16,9,1,36,1200.0,1,0.0,78.0,1278.0,GasA,16,1,16,1294,0,0,1.0,0.0,2,0,3,1,16,49,0,0,Attchd,1991.0,4,496.0,9,9,Y,112,51,0,0,0,0,0,4,No Feature,0,6,2008,WD ,179200,2572.0
2105,20,RL,68.0,8814,Pave,No Alley,9,Lvl,1,Inside,4,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,16,9,PConc,16,9,1,36,925.0,1,0.0,349.0,1274.0,GasA,25,1,16,1274,0,0,1.0,0.0,2,0,3,1,16,49,0,0,Attchd,2005.0,4,508.0,9,9,Y,264,98,0,0,0,0,0,0,No Feature,0,1,2007,New,203000,2548.0
1786,20,RL,83.0,9849,Pave,No Alley,9,Lvl,1,Inside,4,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,16,9,PConc,16,9,9,1,0.0,1,0.0,1689.0,1689.0,GasA,25,1,16,1689,0,0,0.0,0.0,2,0,3,1,16,49,0,0,Attchd,2007.0,4,954.0,9,9,Y,0,56,0,0,0,0,0,0,No Feature,0,6,2007,New,248328,3378.0
961,20,RL,79.0,14463,Pave,No Alley,4,HLS,1,Corner,4,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406.0,25,9,PConc,25,9,16,36,1115.0,1,0.0,526.0,1641.0,GasA,25,1,16,1641,0,0,1.0,0.0,2,0,3,1,25,49,0,0,Attchd,2008.0,9,885.0,9,9,Y,0,95,0,0,0,0,0,0,No Feature,0,1,2009,WD ,316500,3282.0
1405,50,RL,50.0,5190,Pave,No Alley,9,Lvl,1,Inside,4,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0.0,9,9,CBlock,9,9,1,1,0.0,1,0.0,570.0,570.0,GasA,9,1,16,617,462,0,0.0,0.0,1,0,2,1,9,49,1,16,Attchd,1948.0,1,249.0,9,9,Y,135,0,0,0,0,0,0,0,No Feature,0,1,2008,WD ,125600,1649.0
1324,20,RM,65.0,9750,Pave,No Alley,9,Lvl,1,Inside,4,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,9,9,CBlock,9,9,1,9,200.0,1,0.0,784.0,984.0,GasA,16,1,16,984,0,0,1.0,0.0,1,0,2,1,4,49,0,0,Detchd,1959.0,1,308.0,9,9,N,0,0,0,0,0,0,0,0,No Feature,0,6,2008,WD ,110000,1968.0
1986,30,RM,50.0,6000,Pave,No Alley,9,Lvl,1,Inside,4,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,9,9,PConc,9,9,1,25,250.0,1,0.0,710.0,960.0,GasA,16,1,9,960,0,0,0.0,0.0,1,0,2,1,4,49,0,0,Detchd,1997.0,1,308.0,9,9,Y,0,0,168,0,0,0,0,0,No Feature,0,7,2007,WD ,108500,1920.0
307,20,C (all),66.0,8712,Grvl,No Alley,9,Bnk,1,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,9,CBlock,9,9,9,1,0.0,1,0.0,540.0,540.0,GasA,9,0,9,1044,0,0,0.0,0.0,1,0,2,1,4,49,0,0,Basment,1952.0,1,504.0,9,9,N,0,0,0,0,0,0,0,0,Shed,54,6,2010,WD ,55993,1584.0
180,50,RM,69.0,11851,Pave,No Alley,9,Lvl,1,Inside,4,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,9,16,BrkTil,9,9,1,16,780.0,1,0.0,247.0,1027.0,GasA,25,1,16,1027,606,0,0.0,0.0,1,0,3,1,16,49,1,16,Detchd,1948.0,1,240.0,9,9,Y,0,100,126,0,0,0,0,0,No Feature,0,6,2010,WD ,129000,2660.0
2896,20,RL,54.0,13811,Pave,No Alley,4,Lvl,1,Inside,4,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,9,9,CBlock,16,16,1,36,980.0,4,40.0,92.0,1112.0,GasA,16,1,16,1137,0,0,1.0,0.0,2,0,2,1,16,49,1,9,Attchd,1987.0,1,551.0,9,9,Y,125,0,0,0,0,0,0,0,No Feature,0,7,2006,WD ,176000,2249.0
668,20,RL,83.0,10143,Pave,No Alley,9,Lvl,1,Inside,4,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,9,9,CBlock,9,9,1,9,384.0,1,0.0,996.0,1380.0,GasA,4,1,16,1380,0,0,0.0,0.0,1,1,3,1,9,49,0,0,Attchd,1963.0,1,364.0,9,9,Y,0,0,0,0,216,0,0,4,No Feature,0,6,2009,WD ,154000,2760.0
1582,20,RL,93.0,18265,Pave,No Alley,9,Lvl,1,Corner,4,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,16,16,CBlock,16,16,9,36,920.0,9,60.0,276.0,1256.0,GasA,25,1,16,1256,0,0,0.0,0.0,2,0,3,1,16,49,1,4,Attchd,1986.0,1,578.0,9,9,Y,282,0,0,0,0,0,0,0,No Feature,0,3,2008,WD ,180000,2512.0
2285,120,RM,44.0,4224,Pave,No Alley,9,Lvl,1,Inside,4,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,9,9,PConc,16,9,1,25,874.0,1,0.0,268.0,1142.0,GasA,9,1,16,1142,0,0,1.0,0.0,1,1,3,1,9,49,1,1,Attchd,1976.0,9,528.0,9,9,Y,536,90,0,0,0,0,0,9,No Feature,0,8,2007,WD ,134000,2284.0
2079,20,RL,84.0,12615,Pave,No Alley,9,Lvl,1,Corner,4,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,9,9,CBlock,9,16,9,25,477.0,1,0.0,725.0,1202.0,GasA,9,1,16,2158,0,0,1.0,0.0,2,0,4,1,16,49,1,16,Attchd,1950.0,1,576.0,9,9,Y,0,29,39,0,0,0,0,9,No Feature,0,6,2007,WD ,243000,3360.0
2272,20,RL,85.0,14536,Pave,No Alley,9,Lvl,1,Inside,4,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,16,9,PConc,16,9,9,36,1300.0,1,0.0,316.0,1616.0,GasA,25,1,16,1629,0,0,1.0,0.0,2,0,3,1,16,49,1,16,Attchd,2002.0,9,808.0,9,9,Y,0,252,0,0,0,0,0,0,No Feature,0,11,2007,WD ,270000,3245.0
2250,20,RL,71.0,9187,Pave,No Alley,9,Bnk,1,Corner,4,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,9,16,PConc,9,9,1,25,336.0,1,0.0,748.0,1084.0,GasA,9,1,16,1080,0,0,0.0,0.0,1,1,3,1,9,49,0,0,Attchd,1983.0,1,484.0,9,9,Y,120,0,158,0,0,0,0,0,No Feature,0,6,2007,WD ,134000,2164.0
502,60,RL,90.0,9900,Pave,No Alley,9,Low,1,Inside,1,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,16,9,PConc,16,9,16,36,987.0,1,0.0,360.0,1347.0,GasA,25,1,16,1372,1274,0,1.0,0.0,2,1,4,1,16,49,1,9,Attchd,1993.0,4,656.0,9,9,Y,340,60,144,0,0,0,0,0,No Feature,0,4,2009,WD ,260000,3993.0
2166,60,RL,64.0,8333,Pave,No Alley,9,Lvl,1,Inside,4,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,16,9,PConc,16,9,1,1,0.0,1,0.0,738.0,738.0,GasA,16,1,16,738,753,0,0.0,0.0,2,1,3,1,16,49,1,16,Attchd,2006.0,4,484.0,9,9,Y,100,30,0,0,0,0,0,0,No Feature,0,5,2007,WD ,168675,2229.0
1622,80,RL,0.0,10147,Pave,No Alley,4,Lvl,1,CulDSac,4,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,9,9,PConc,16,9,1,4,186.0,1,0.0,206.0,392.0,GasA,16,1,16,924,770,0,0.0,0.0,2,1,3,1,9,49,1,9,BuiltIn,1994.0,9,398.0,9,9,Y,256,64,0,0,0,0,0,9,No Feature,0,3,2007,WD ,160000,2086.0
1299,50,RM,44.0,5914,Pave,Grvl,9,Lvl,1,Inside,4,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,9,9,BrkTil,4,9,1,1,0.0,1,0.0,684.0,684.0,GasA,16,1,16,684,396,0,0.0,0.0,1,0,3,1,16,49,0,0,No Garage,0.0,0,0.0,0,0,N,0,165,30,0,0,0,0,0,No Feature,0,9,2008,WD ,95000,1764.0
832,60,RL,79.0,11646,Pave,No Alley,4,Lvl,1,Inside,4,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,16,9,PConc,16,9,9,1,0.0,1,0.0,704.0,704.0,GasA,25,1,16,704,718,0,0.0,0.0,2,1,3,1,16,49,1,16,Attchd,2005.0,9,440.0,9,9,Y,36,28,0,0,0,0,0,0,No Feature,0,7,2009,WD ,173000,2126.0
2470,20,FV,60.0,7200,Pave,Pave,9,Lvl,1,Inside,4,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,16,9,PConc,16,16,1,1,0.0,1,0.0,1293.0,1293.0,GasA,25,1,16,1301,0,0,1.0,0.0,2,0,2,1,16,49,1,16,Attchd,2006.0,4,572.0,9,9,Y,216,121,0,0,0,0,0,0,No Feature,0,8,2006,New,187750,2594.0
1017,60,RL,46.0,20544,Pave,No Alley,4,Lvl,1,CulDSac,4,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,BrkFace,123.0,9,16,CBlock,16,9,1,1,0.0,1,0.0,791.0,791.0,GasA,16,1,16,1236,857,0,0.0,0.0,2,1,3,1,9,49,1,9,Attchd,1986.0,9,542.0,9,9,Y,364,63,0,0,0,0,0,9,No Feature,0,11,2008,WD ,215000,2884.0
1384,20,RL,0.0,9981,Pave,No Alley,4,Lvl,1,Corner,4,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,9,9,CBlock,9,9,4,16,221.0,1,0.0,852.0,1073.0,GasA,16,1,16,1073,0,0,0.0,0.0,1,0,3,1,9,49,0,0,Attchd,1967.0,4,270.0,9,9,Y,0,90,0,0,0,0,0,9,No Feature,0,3,2008,WD ,120000,2146.0
1790,20,RL,70.0,8251,Pave,No Alley,9,Lvl,1,Inside,4,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,16,9,PConc,16,16,9,36,778.0,1,0.0,716.0,1494.0,GasA,25,1,16,1506,0,0,1.0,0.0,2,0,3,1,16,49,1,16,Attchd,2005.0,4,672.0,9,9,Y,192,35,0,0,0,0,0,0,No Feature,0,4,2007,WD ,249000,3000.0
2530,20,RL,78.0,10140,Pave,No Alley,9,Lvl,1,Inside,4,NWAmes,RRAn,Norm,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,9,9,CBlock,9,9,1,16,553.0,4,68.0,713.0,1334.0,GasA,16,1,16,1334,0,0,1.0,0.0,2,0,3,1,9,49,0,0,Attchd,1967.0,4,477.0,9,9,Y,0,20,35,0,264,0,0,0,No Feature,0,4,2006,WD ,164500,2668.0
2893,120,RM,0.0,8239,Pave,No Alley,4,Lvl,1,Inside,4,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1986,1986,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,16,9,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,16,1,16,1295,0,0,0.0,0.0,2,0,2,1,16,49,0,0,Attchd,1986.0,4,312.0,9,9,Y,0,0,0,0,0,0,0,0,No Feature,0,11,2006,WD ,230000,1295.0
2027,70,RM,0.0,5700,Pave,No Alley,4,Lvl,1,Corner,4,OldTown,Feedr,Norm,1Fam,2Story,7,6,1929,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,9,9,BrkTil,9,9,1,9,336.0,1,0.0,336.0,672.0,GasA,16,0,9,672,672,0,1.0,0.0,1,1,3,1,16,49,1,16,Attchd,1979.0,1,456.0,9,9,Y,0,0,70,0,0,0,0,16,No Feature,0,9,2007,WD ,140000,2016.0
683,20,RL,60.0,7200,Pave,No Alley,9,Lvl,1,Corner,4,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,9,16,CBlock,9,16,1,25,630.0,16,102.0,0.0,732.0,GasA,9,1,16,732,0,0,1.0,0.0,1,0,2,1,9,49,0,0,Detchd,1952.0,1,240.0,9,9,Y,0,68,0,0,0,0,0,0,No Feature,0,9,2009,WD ,118900,1464.0
823,20,RL,71.0,9178,Pave,No Alley,9,Lvl,1,Inside,4,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,16,9,PConc,16,9,9,1,0.0,1,0.0,1468.0,1468.0,GasA,25,1,16,1468,0,0,0.0,0.0,2,0,3,1,16,49,1,16,Attchd,2008.0,4,904.0,9,9,Y,192,142,0,0,0,0,0,0,No Feature,0,6,2009,WD ,239900,2936.0
2374,120,RL,53.0,4043,Pave,No Alley,9,Lvl,1,Inside,4,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,9,9,CBlock,16,9,1,25,727.0,16,156.0,186.0,1069.0,GasA,16,1,16,1069,0,0,0.0,1.0,2,0,2,1,9,49,1,1,Attchd,1975.0,4,440.0,9,9,Y,0,55,0,0,225,0,0,0,No Feature,0,7,2006,WD ,146300,2138.0
1594,120,RM,0.0,4224,Pave,No Alley,9,Lvl,1,Inside,4,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,None,0.0,9,9,PConc,16,9,1,36,769.0,1,0.0,271.0,1040.0,GasA,16,1,16,1040,0,0,0.0,0.0,1,0,3,1,9,49,0,0,Attchd,1975.0,1,499.0,9,9,Y,0,100,0,0,0,0,0,0,No Feature,0,6,2008,WD ,124000,2080.0
2049,190,RL,75.0,11235,Pave,No Alley,9,Lvl,1,Inside,4,Sawyer,Norm,Norm,2fmCon,SFoyer,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,9,9,CBlock,16,9,9,25,925.0,1,0.0,0.0,925.0,GasA,9,1,16,999,0,0,1.0,0.0,1,0,3,1,9,49,0,0,Detchd,1963.0,1,308.0,9,9,Y,40,176,0,0,0,0,0,9,No Feature,0,3,2007,WD ,130000,1924.0
1813,20,RL,65.0,8450,Pave,No Alley,9,Lvl,1,Inside,4,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,9,9,PConc,16,9,1,1,0.0,1,0.0,1349.0,1349.0,GasA,25,1,16,1349,0,0,0.0,0.0,2,0,3,1,9,49,0,0,Attchd,2000.0,1,539.0,9,9,Y,120,55,0,0,0,0,0,16,No Feature,0,12,2007,WD ,179000,2698.0
