comp_shingle_roof,masonry_area,bsmt_cond,forced_air_or_other,heating_qual,has_central_air,electrical_qual,functionality,num_fireplaces,fireplace_qual,kitchen_qual,driveway_paved,has_wood_deck,has_open_porch,has_encl_porch,has_3ssn_porch,has_screen_porch,Fence,sqft_per_room,tot_fin_sqft,SalePrice,bsmt_fin_int,garage_qc,pool_qual_int,exterior_qc,overall_qc,siding_type_MetalSd,siding_type_Other,siding_type_Plywood,siding_type_VinylSd,siding_type_Wd Sdng,masonry_type_BrkFace,masonry_type_None,masonry_type_Stone
1,280.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,340.7142857142857,3323.0,350000,37,81,0,144,40,0,0,0,1,0,1,0,0
1,0.0,9,1,9,1,25,64,0,0,9,1,0,1,0,0,0,0,224.0,1792.0,133000,2,81,0,81,25,0,0,0,1,0,0,1,0
1,554.0,9,1,25,1,25,64,1,25,25,1,1,1,0,0,0,0,273.77777777777777,4687.0,417500,52,81,0,144,40,0,0,0,1,0,0,0,1
1,130.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,0,224.14285714285714,2557.0,175900,26,81,0,144,35,0,0,0,1,0,1,0,0
1,242.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,0,0,210.0,2701.0,323262,37,81,0,225,45,0,0,0,1,0,0,0,1
1,0.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,222.83333333333334,2036.0,185000,37,81,0,144,35,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,1,4,9,1,1,0,1,0,0,9,204.0,1390.0,129800,17,81,0,81,48,1,0,0,0,0,0,1,0
1,226.0,9,1,25,1,25,64,1,16,16,1,0,1,0,0,0,0,220.14285714285714,2742.0,220000,17,81,0,144,35,0,0,0,1,0,1,0,0
1,0.0,9,1,25,1,25,64,0,0,16,1,0,0,1,0,1,0,262.1666666666667,1573.0,133000,2,81,0,81,28,0,1,0,0,0,0,1,0
1,0.0,9,1,9,1,9,64,0,0,9,1,0,1,0,0,0,0,243.5,1461.0,133500,2,81,0,81,28,1,0,0,0,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,0,227.55555555555554,2048.0,170000,2,81,0,81,30,0,0,1,0,0,0,1,0
1,0.0,9,1,16,1,25,64,1,9,9,1,1,1,0,0,0,0,234.57142857142858,1642.0,168000,2,81,0,81,30,0,0,0,0,0,0,1,0
1,0.0,9,1,25,1,25,49,0,0,9,1,0,0,0,0,0,0,245.0,1753.0,140750,10,81,0,81,42,0,0,0,0,1,0,1,0
1,0.0,9,1,25,1,25,64,1,9,9,1,1,1,0,0,0,0,328.42857142857144,2299.0,204000,2,81,0,81,30,0,0,0,1,0,0,1,0
1,180.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,254.375,2035.0,222500,2,81,0,144,35,0,0,0,1,0,1,0,0
1,0.0,9,1,9,1,25,64,0,0,9,1,1,1,0,0,0,0,166.5,1783.0,134500,17,81,0,81,25,1,0,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,229.66666666666666,2229.0,214000,37,81,0,144,40,1,0,0,0,0,0,1,0
1,0.0,9,1,9,1,25,64,1,16,9,1,0,0,0,0,1,9,223.6,1625.0,119900,10,81,0,81,35,1,0,0,0,0,0,1,0
1,270.0,9,1,9,0,9,64,0,0,4,1,0,0,0,0,0,0,180.0,1573.0,118000,26,0,0,81,16,0,0,0,1,0,1,0,0
1,45.0,9,1,25,1,25,64,0,0,9,1,0,1,0,0,0,1,189.0,1722.0,135000,10,81,0,81,35,0,0,0,0,1,1,0,0
1,0.0,9,1,16,1,25,64,1,16,16,0,0,0,0,0,1,0,231.0,1848.0,207000,2,81,0,81,42,0,0,0,0,1,0,1,0
1,0.0,9,1,4,1,25,64,1,16,9,1,1,0,1,0,0,0,242.0,2117.0,136500,10,81,0,81,30,1,0,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,9,1,0,0,0,0,0,0,225.25,901.0,107900,2,36,0,81,28,1,0,0,0,0,0,1,0
1,0.0,9,1,16,1,25,64,1,16,9,1,1,0,1,0,0,0,234.83333333333334,1461.0,126000,5,81,0,81,30,0,0,0,1,0,0,1,0
1,112.0,16,1,4,1,25,64,1,16,9,0,1,1,0,0,0,0,236.57142857142858,2295.0,215000,17,81,0,81,30,0,1,0,0,0,0,0,1
1,272.0,9,1,25,1,25,64,1,25,25,1,1,1,0,0,0,0,259.1111111111111,3612.0,426000,37,81,0,225,50,0,0,0,1,0,0,0,1
1,0.0,9,1,16,1,25,64,1,16,16,1,0,1,1,0,0,0,222.6,1720.0,147000,26,81,0,144,35,1,0,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,1,16,16,1,0,0,1,0,0,0,205.33333333333334,1232.0,147500,2,81,0,144,48,0,1,0,0,0,0,1,0
1,480.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,0,0,278.57142857142856,3325.0,383000,37,81,0,225,45,0,0,0,1,0,1,0,0
1,102.0,9,1,16,1,25,64,1,9,9,1,1,1,0,0,0,0,312.0,2801.0,241500,37,81,0,81,35,0,0,0,0,1,1,0,0
1,0.0,9,1,25,1,25,64,0,0,9,1,1,0,0,0,0,0,210.66666666666666,1264.0,147500,2,81,0,81,36,0,0,0,0,1,0,1,0
1,130.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,0,0,277.77777777777777,2516.0,355000,37,81,0,144,40,0,0,0,1,0,0,0,1
1,0.0,9,1,16,1,25,64,0,0,16,1,0,0,1,0,0,0,156.8,1568.0,109500,26,0,0,81,30,1,0,0,0,0,0,1,0
1,0.0,0,1,4,0,16,64,0,0,9,0,0,0,1,0,0,0,153.0,612.0,45000,0,36,0,144,8,1,0,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,1,9,9,1,1,0,1,0,0,0,240.3,2403.0,244400,2,81,0,144,49,1,0,0,0,0,0,1,0
1,238.0,9,1,9,1,25,64,1,16,9,1,1,0,0,0,0,0,234.85714285714286,2929.0,167000,37,81,0,81,30,0,0,0,0,0,0,0,1
1,214.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,247.0,1729.0,200000,2,81,0,144,35,0,0,0,1,0,1,0,0
1,0.0,9,1,16,1,25,64,0,0,9,0,0,1,0,0,0,0,219.75,879.0,80000,2,81,0,81,15,0,0,0,0,1,0,1,0
1,0.0,9,1,9,1,25,64,0,0,9,0,0,0,0,0,0,0,172.8,1031.0,115000,10,81,0,81,35,0,1,0,0,0,0,1,0
1,74.0,9,1,16,1,16,64,1,16,9,1,0,1,0,0,0,0,199.33333333333334,1812.0,139000,5,81,0,81,30,0,0,0,0,1,1,0,0
1,203.0,9,1,9,1,25,64,1,9,9,1,0,0,0,0,0,0,233.33333333333334,1609.0,149500,26,81,0,81,42,0,0,0,0,0,1,0,0
1,0.0,9,1,9,1,25,64,1,16,9,0,1,0,0,0,0,9,215.71428571428572,1510.0,108000,2,4,0,81,20,1,0,0,0,0,0,1,0
1,0.0,0,1,9,0,16,64,0,0,9,0,1,1,1,0,0,0,184.85714285714286,1294.0,106250,0,0,0,81,28,1,0,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,248.0,1240.0,194000,2,81,0,144,35,0,0,0,1,0,0,1,0
1,51.0,9,1,25,1,25,64,0,0,9,1,0,0,0,0,0,0,164.66666666666666,1024.0,129500,5,81,0,81,20,0,0,0,0,1,1,0,0
1,0.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,0,195.0,1560.0,126000,2,81,0,81,25,1,0,0,0,0,0,1,0
1,0.0,9,1,9,1,16,49,0,0,9,1,0,1,1,0,0,0,228.0,2446.0,120000,10,81,0,81,25,1,0,0,0,0,0,1,0
1,109.0,9,1,25,1,25,64,0,0,16,1,0,1,0,1,0,0,212.0,2196.0,213000,37,81,0,144,35,0,0,0,1,0,1,0,0
1,0.0,9,1,9,1,25,64,1,4,16,1,1,1,0,0,0,0,306.5,2033.0,190000,37,81,0,144,40,0,0,0,0,1,0,1,0
1,112.0,9,1,16,1,25,64,1,9,9,1,0,1,0,0,1,9,194.83333333333334,1874.0,183500,37,81,0,81,36,0,0,0,0,0,1,0,0
1,364.0,9,1,9,1,25,64,1,9,9,1,1,1,0,0,1,9,275.1666666666667,2376.0,172000,34,81,0,81,35,0,0,1,0,0,1,0,0
1,0.0,9,1,25,1,25,64,1,16,9,1,0,0,0,0,0,0,272.0,1506.0,100000,26,16,0,81,24,1,0,0,0,0,0,1,0
1,212.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,260.6666666666667,1620.0,218836,37,81,0,144,42,0,0,0,1,0,0,0,1
1,0.0,9,1,25,0,25,64,1,9,9,1,0,1,1,0,0,0,273.14285714285717,1912.0,163000,2,144,0,81,42,0,0,0,0,1,0,1,0
1,0.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,254.16666666666666,1525.0,206580,2,81,0,144,35,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,1,16,16,1,0,1,0,0,0,0,182.0,1456.0,163990,2,81,0,144,30,0,0,0,1,0,0,1,0
1,0.0,4,1,16,1,25,64,0,0,9,0,0,1,1,0,0,9,190.0,1330.0,116500,2,81,0,64,40,0,1,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,245.71428571428572,1720.0,188000,2,81,0,144,35,0,0,0,1,0,0,1,0
1,87.0,9,1,25,1,25,64,1,9,9,1,1,1,0,0,0,0,213.33333333333334,1882.0,175000,37,81,0,81,30,0,0,0,0,0,1,0,0
1,0.0,9,1,16,1,25,64,0,0,9,1,0,1,0,0,1,0,235.8,1427.0,182000,37,81,0,144,40,0,1,0,0,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,9,1,0,0,1,0,0,0,192.0,960.0,103000,2,81,0,256,35,1,0,0,0,0,0,1,0
1,705.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,0,0,329.125,3915.0,466500,37,81,0,225,50,0,0,0,1,0,1,0,0
1,0.0,9,1,9,1,25,64,0,0,16,1,1,0,0,0,0,0,164.66666666666666,1696.0,149500,26,81,0,144,48,1,0,0,0,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,9,1,1,1,0,0,0,0,263.75,1693.0,142500,37,81,0,81,49,0,0,1,0,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,9,1,0,0,1,0,0,9,237.0,1741.0,136500,17,81,0,81,25,0,1,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,9,1,0,1,0,0,0,9,264.0,1658.0,137000,37,81,0,81,30,0,0,0,1,0,0,1,0
1,102.0,16,1,25,1,25,64,1,25,25,1,0,1,0,0,1,0,281.3333333333333,2671.0,226500,37,81,0,144,42,0,0,1,0,0,1,0,0
1,0.0,9,1,16,1,25,64,1,1,16,1,1,0,0,0,0,0,268.2,1978.0,171500,37,81,0,81,35,0,0,0,0,0,0,1,0
1,0.0,9,1,16,1,25,64,0,0,9,1,0,0,0,0,0,0,159.0,1437.0,132500,26,81,0,81,25,1,0,0,0,0,0,1,0
1,340.0,0,0,4,0,16,64,0,0,9,1,0,0,0,0,0,0,173.33333333333334,1040.0,87500,0,81,0,81,12,0,1,0,0,0,1,0,0
1,513.0,9,1,25,1,25,64,1,9,9,1,0,0,0,0,0,0,255.57142857142858,2470.0,223000,37,81,0,81,35,0,0,0,1,0,1,0,0
1,237.0,9,1,9,1,25,64,1,16,16,1,0,1,0,0,0,16,219.57142857142858,1537.0,174000,2,81,0,256,54,0,0,0,0,1,1,0,0
1,0.0,9,1,25,1,25,64,0,0,9,1,0,0,0,0,1,0,221.0,1625.0,142000,10,81,0,81,30,1,0,0,0,0,0,1,0
1,0.0,16,1,25,1,25,64,1,16,16,1,0,1,0,0,0,0,212.71428571428572,1489.0,232600,2,81,0,144,40,0,0,0,1,0,0,1,0
1,99.0,9,1,4,1,25,64,1,4,16,1,1,0,0,0,0,16,261.8,2349.0,181000,29,81,2592,81,36,0,0,0,0,0,1,0,0
1,0.0,9,1,16,1,25,16,1,16,9,1,1,1,0,0,0,16,252.1,3358.0,151400,26,81,0,81,24,0,1,0,0,0,0,1,0
1,248.0,9,1,25,1,25,64,1,16,16,1,0,1,0,0,0,0,233.42857142857142,1634.0,250000,2,81,0,144,40,0,0,0,1,0,0,0,1
1,42.0,9,1,9,1,25,64,1,9,9,1,1,1,1,0,0,9,244.85714285714286,2108.0,196500,37,81,0,81,35,0,0,0,0,0,1,0,0
1,0.0,9,1,9,1,16,64,1,16,9,0,0,1,1,0,0,9,306.75,2454.0,185000,2,81,0,144,56,0,0,0,0,1,0,1,0
1,200.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,9,243.2,2171.0,113000,17,81,0,81,30,0,0,0,0,0,1,0,0
1,0.0,9,1,25,1,25,64,1,16,16,1,1,0,0,0,0,0,202.71428571428572,2364.0,392000,37,81,0,144,48,1,0,0,0,0,1,0,0
0,250.0,16,1,9,1,25,64,0,0,9,1,0,0,0,0,0,0,245.0,1925.0,127500,37,0,0,81,30,0,1,0,0,0,1,0,0
1,216.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,393.25,1990.0,177000,37,81,0,144,30,1,0,0,0,0,1,0,0
1,353.0,9,1,25,1,25,36,1,16,16,1,1,1,0,0,0,0,271.44444444444446,2443.0,265000,2,81,0,144,30,0,0,0,1,0,1,0,0
1,0.0,9,1,25,1,25,64,1,9,16,1,1,0,1,0,1,0,295.25,3263.0,312500,37,144,0,256,40,0,0,0,1,0,0,1,0
1,0.0,9,1,16,1,25,64,1,16,16,1,1,1,0,0,0,0,308.3333333333333,2775.0,325000,2,144,0,625,90,0,0,0,0,1,0,1,0
1,115.0,16,1,16,1,25,16,1,16,16,1,1,0,0,1,0,9,335.6666666666667,3839.0,275000,34,81,0,256,64,0,0,0,1,0,1,0,0
1,290.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,0,280.0,3085.0,290000,37,81,0,144,35,0,0,0,1,0,1,0,0
1,250.0,9,1,25,1,25,64,1,4,9,1,1,0,1,0,0,16,213.42857142857142,2479.0,169000,52,81,0,144,36,0,0,1,0,0,0,0,0
1,0.0,9,1,16,1,25,64,0,0,9,1,0,0,1,0,0,0,154.0,1232.0,89000,5,81,0,81,35,0,0,0,0,1,0,1,0
1,0.0,9,1,16,1,25,64,1,16,9,1,0,1,0,0,0,0,209.28571428571428,1465.0,180400,2,81,0,81,30,0,0,0,1,0,0,1,0
1,296.0,9,1,25,1,25,64,1,16,16,1,0,0,0,0,0,0,232.71428571428572,3232.0,284000,36,81,0,144,40,0,0,0,1,0,1,0,0
1,1.0,9,1,25,1,16,64,0,0,9,1,0,0,0,0,0,0,182.4,1368.0,114500,10,81,0,81,25,0,0,0,0,1,0,1,0
1,196.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,221.71428571428572,1576.0,212900,37,81,0,144,35,0,0,0,1,0,1,0,0
1,0.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,238.33333333333334,1430.0,187100,2,81,0,144,35,0,0,0,1,0,0,1,0
1,1129.0,9,1,16,1,25,64,1,4,9,1,0,1,0,0,0,0,291.6,1877.0,176000,37,81,0,81,30,1,0,0,0,0,1,0,0
1,0.0,9,1,25,1,25,64,1,16,9,1,0,0,1,0,0,0,212.57142857142858,2301.0,215000,17,81,0,81,36,0,0,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,263.6666666666667,2072.0,185900,37,81,0,144,35,0,0,0,1,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,16,1,1,0,0,0,0,0,172.8,1478.0,120500,41,81,0,81,24,0,0,0,0,0,0,1,0
1,0.0,16,1,25,1,25,64,1,16,9,1,1,1,0,0,0,0,262.57142857142856,1838.0,192140,2,81,0,144,25,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,1,25,16,1,0,0,0,0,0,9,163.2,1457.0,130500,26,81,0,256,45,0,0,0,1,0,0,1,0
1,0.0,0,0,9,0,9,25,0,0,9,0,1,0,1,0,0,0,169.88888888888889,1529.0,98000,0,81,0,81,12,0,1,0,0,0,0,1,0
1,554.0,9,1,25,1,25,64,1,16,25,1,0,0,1,0,1,0,325.14285714285717,4361.0,475000,37,144,0,144,45,0,0,0,1,0,0,0,1
1,0.0,1,1,16,1,1,9,0,0,9,0,0,0,0,0,0,0,179.5,1077.0,67000,2,1,0,36,10,1,0,0,0,0,0,1,0
1,300.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,0,0,270.125,3449.0,325624,37,81,0,144,40,0,0,0,1,0,0,0,1
1,0.0,9,1,25,1,25,64,1,16,16,1,0,1,0,0,1,0,352.25,2801.0,245000,37,81,0,144,35,0,0,0,1,0,0,1,0
1,0.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,185.66666666666666,1760.0,159000,37,81,0,81,25,0,0,0,1,0,0,1,0
1,168.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,0,178.83333333333334,1909.0,156000,26,81,0,81,35,1,0,0,0,0,1,0,0
1,200.0,9,1,25,1,25,64,1,16,25,1,0,1,0,0,1,0,240.2,4708.0,555000,61,81,0,225,50,0,0,0,1,0,0,0,1
1,0.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,0,205.33333333333334,1892.0,162500,17,81,0,81,36,0,0,1,0,0,0,1,0
1,0.0,9,1,16,1,25,64,0,0,16,1,1,0,0,0,0,0,180.0,2784.0,224500,40,81,0,256,48,0,0,0,0,0,0,1,0
1,44.0,9,1,16,1,25,64,1,9,9,1,0,0,1,0,0,0,248.0,1488.0,133000,2,81,0,81,30,0,1,0,0,0,1,0,0
1,0.0,9,1,25,1,25,64,1,16,16,1,0,1,0,0,0,0,188.625,1509.0,180000,2,81,0,144,35,0,0,0,1,0,0,1,0
1,0.0,9,1,16,1,25,64,0,0,16,1,0,0,0,0,0,0,140.83333333333334,1483.0,134500,37,81,0,81,30,0,0,0,0,0,0,1,0
1,1031.0,9,1,25,1,25,64,1,16,16,1,1,0,1,0,0,0,294.5,2945.0,438780,2,81,0,225,50,0,0,0,1,0,1,0,0
0,305.0,9,1,16,1,25,64,1,16,9,1,1,1,0,0,0,0,238.5,1802.0,165000,37,81,0,81,30,0,0,1,0,0,1,0,0
1,60.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,4,178.4,1324.0,100000,17,81,0,81,25,0,0,0,0,0,1,0,0
1,128.0,9,1,16,1,25,64,1,16,9,1,0,0,1,0,0,0,265.8,1873.0,176000,17,81,0,81,42,0,0,1,0,0,1,0,0
1,0.0,9,1,9,1,25,64,1,16,9,1,0,1,0,0,1,0,296.5,3170.0,170000,34,81,0,81,20,0,0,0,0,1,0,1,0
1,130.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,0,222.14285714285714,1555.0,174000,2,81,0,144,35,0,0,0,1,0,1,0,0
1,0.0,9,1,9,1,25,64,1,16,9,1,0,0,0,0,0,9,206.0,1357.0,127000,10,81,0,81,36,0,1,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,1,9,9,1,0,1,0,0,0,0,235.85714285714286,1651.0,185900,2,81,0,81,35,0,0,0,1,0,0,1,0
1,0.0,9,1,16,1,16,64,0,0,9,1,1,1,1,0,0,0,221.5,886.0,91300,2,81,0,81,40,1,0,0,0,0,0,1,0
1,120.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,242.85714285714286,2040.0,200000,37,81,0,144,30,0,0,0,1,0,1,0,0
1,320.0,9,1,25,1,25,64,1,16,9,1,0,0,0,0,0,4,263.7142857142857,2042.0,143000,10,81,0,81,36,0,0,0,0,1,1,0,0
1,0.0,9,1,25,1,25,64,1,16,16,1,0,0,0,0,0,0,240.0,2418.0,172500,41,81,0,256,25,1,0,0,0,0,0,1,0
1,20.0,9,1,9,1,25,64,0,0,9,0,0,0,0,0,0,0,272.0,2061.0,110000,20,81,0,144,24,0,0,0,1,0,0,0,1
1,160.0,9,1,9,1,25,64,1,16,9,1,0,0,1,0,0,9,227.0,2137.0,140000,17,81,0,81,20,0,0,0,0,1,1,0,0
1,0.0,9,1,16,1,25,64,1,16,16,1,0,1,0,0,0,0,219.0,1338.0,176432,37,81,0,144,30,0,0,0,1,0,0,1,0
1,88.0,9,1,16,1,25,64,0,0,16,1,1,1,0,0,0,4,215.66666666666666,2494.0,179200,37,81,0,81,30,0,0,0,0,0,1,0,0
1,80.0,9,1,25,1,25,64,0,0,16,1,1,1,0,0,0,0,212.33333333333334,2199.0,203000,37,81,0,144,35,0,0,0,1,0,1,0,0
1,0.0,9,1,25,1,25,64,0,0,16,1,0,1,0,0,0,0,241.28571428571428,1689.0,248328,2,81,0,144,42,0,0,0,1,0,0,0,1
1,406.0,9,1,25,1,25,64,0,0,25,1,0,1,0,0,0,0,234.42857142857142,2756.0,316500,37,81,0,225,45,0,1,0,0,0,1,0,0
1,0.0,9,1,9,1,25,64,1,16,9,1,1,0,0,0,0,0,215.8,1079.0,125600,2,81,0,81,35,0,1,0,0,0,0,1,0
1,164.0,9,1,16,1,25,64,0,0,4,0,0,0,0,0,0,0,196.8,1184.0,110000,10,81,0,81,30,1,0,0,0,0,1,0,0
1,0.0,9,1,16,1,16,64,0,0,4,1,0,0,1,0,0,0,192.0,1210.0,108500,26,81,0,81,16,1,0,0,0,0,0,1,0
1,0.0,9,1,9,0,16,64,0,0,4,0,0,0,0,0,0,0,261.0,1044.0,55993,2,81,0,36,25,0,0,0,0,1,0,1,0
1,0.0,9,1,25,1,25,64,1,16,16,1,0,1,1,0,0,0,233.28571428571428,2413.0,129000,17,81,0,144,35,0,0,0,1,0,0,1,0
1,72.0,16,1,16,1,25,64,1,9,16,1,1,0,0,0,0,0,227.4,2157.0,176000,40,81,0,81,36,0,0,0,0,0,1,0,0
1,295.0,9,1,4,1,25,64,0,0,9,1,0,0,0,0,1,4,230.0,1764.0,154000,10,81,0,81,42,0,0,0,0,0,1,0,0
1,228.0,16,1,25,1,25,64,1,4,16,1,1,0,0,0,0,0,209.33333333333334,2236.0,180000,45,81,0,256,30,0,0,1,0,0,1,0,0
1,0.0,9,1,9,1,25,64,1,1,9,1,1,1,0,0,0,9,190.33333333333334,2016.0,134000,26,81,0,81,25,0,1,0,0,0,0,1,0
1,0.0,16,1,9,1,25,64,1,16,16,1,0,1,1,0,0,9,308.2857142857143,2635.0,243000,26,81,0,81,42,0,1,0,0,0,0,1,0
1,236.0,9,1,25,1,25,64,1,16,16,1,0,1,0,0,0,0,181.0,2929.0,270000,37,81,0,144,40,0,0,0,1,0,1,0,0
1,0.0,9,1,9,1,25,64,0,0,9,1,1,0,1,0,0,0,216.0,1416.0,134000,26,81,0,144,30,0,0,0,1,0,0,1,0
1,256.0,9,1,25,1,25,64,1,9,16,1,1,1,1,0,0,0,294.0,3633.0,260000,37,81,0,144,35,0,0,0,0,0,1,0,0
1,0.0,9,1,16,1,25,64,1,16,16,1,1,1,0,0,0,0,213.0,1491.0,168675,2,81,0,144,35,0,0,0,1,0,0,1,0
1,32.0,9,1,16,1,25,64,1,9,9,1,1,1,0,0,0,9,242.0,1880.0,160000,5,81,0,81,30,0,0,0,0,0,1,0,0
1,0.0,9,1,16,1,25,64,0,0,16,0,0,1,1,0,0,0,216.0,1080.0,95000,2,0,0,81,45,0,0,0,0,1,0,1,0
1,0.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,203.14285714285714,1422.0,173000,2,81,0,144,30,0,0,0,1,0,0,1,0
1,0.0,16,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,260.2,1301.0,187750,2,81,0,144,35,0,0,0,1,0,0,1,0
1,123.0,9,1,16,1,25,64,1,9,9,1,1,1,0,0,0,9,299.0,2093.0,215000,2,81,0,144,42,0,0,1,0,0,1,0,0
1,340.0,9,1,16,1,25,64,0,0,9,1,0,1,0,0,0,9,178.83333333333334,1294.0,120000,17,81,0,81,25,1,0,0,0,0,1,0,0
1,143.0,16,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,215.14285714285714,2284.0,249000,37,81,0,144,35,0,0,0,1,0,1,0,0
1,264.0,9,1,16,1,25,64,0,0,9,1,0,1,1,0,1,0,190.57142857142858,1955.0,164500,20,81,0,81,42,0,0,0,0,0,1,0,0
1,0.0,0,1,16,1,25,64,0,0,16,1,0,0,0,0,0,0,259.0,1295.0,230000,0,81,0,144,35,0,1,0,0,0,0,1,0
1,0.0,9,1,16,0,16,64,1,16,16,1,0,0,1,0,0,16,224.0,1680.0,140000,10,81,0,81,42,0,0,0,0,1,0,1,0
1,0.0,16,1,9,1,25,64,0,0,9,1,0,1,0,0,0,0,183.0,1464.0,118900,41,81,0,144,35,1,0,0,0,0,0,1,0
1,0.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,244.66666666666666,1468.0,239900,2,81,0,144,40,0,0,0,1,0,0,1,0
1,0.0,9,1,16,1,25,64,1,1,9,1,0,1,0,0,1,0,267.25,1952.0,146300,41,81,0,81,30,0,0,1,0,0,0,1,0
1,0.0,9,1,16,1,25,64,0,0,9,1,0,1,0,0,0,0,173.33333333333334,1809.0,124000,37,81,0,81,30,0,1,0,0,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,9,1,1,1,0,0,0,9,166.5,1924.0,130000,26,81,0,81,25,0,0,0,0,0,0,1,0
1,108.0,9,1,25,1,25,64,0,0,9,1,1,1,0,0,0,16,224.83333333333334,1349.0,179000,2,81,0,81,35,0,0,0,1,0,1,0,0
1,0.0,9,1,25,1,25,64,0,0,9,1,0,1,0,1,0,0,288.4,1442.0,180500,2,81,0,81,35,0,0,0,0,0,0,1,0
1,0.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,0,186.75,747.0,80000,2,81,0,144,24,1,0,0,0,0,0,1,0
1,194.0,9,1,25,1,25,64,1,16,25,1,0,1,0,0,0,0,225.42857142857142,1578.0,287090,2,81,0,144,40,0,1,0,0,0,0,0,1
1,0.0,0,1,16,1,16,64,0,0,9,1,0,1,0,0,0,0,220.5,882.0,97000,0,81,0,81,25,0,1,0,0,0,0,1,0
1,40.0,9,1,25,1,25,64,1,9,16,1,1,1,0,0,0,0,302.2,2549.0,246990,37,81,0,144,35,0,0,0,1,0,1,0,0
1,138.0,9,1,4,1,25,64,1,9,9,0,0,1,1,0,0,9,188.0,1678.0,154204,17,81,0,81,36,0,0,0,0,0,0,0,0
0,125.0,9,1,25,1,25,64,1,16,9,1,0,1,1,0,0,9,218.66666666666666,1949.0,186000,17,81,0,81,49,0,0,0,0,0,1,0,0
1,356.0,9,1,9,1,25,64,0,0,9,1,0,0,0,0,0,0,217.0,1652.0,111750,10,81,0,81,25,0,0,0,0,0,1,0,0
1,1095.0,9,1,25,1,25,64,1,16,25,1,1,1,0,0,0,0,269.6,4069.0,500000,37,81,0,225,45,0,0,0,1,0,1,0,0
1,0.0,9,1,25,1,25,64,1,16,16,1,1,1,0,0,0,0,226.0,1356.0,177439,2,81,0,144,35,0,0,0,1,0,0,1,0
1,154.0,9,1,25,1,25,64,1,16,25,1,0,1,0,0,0,0,218.4,3120.0,335000,37,81,0,225,45,0,0,0,1,0,0,0,1
1,660.0,9,1,9,1,25,64,1,16,9,1,0,1,0,0,0,0,245.5,2367.0,205000,26,81,0,81,42,0,0,1,0,0,1,0,0
1,0.0,9,1,16,1,25,64,1,9,16,1,0,1,1,0,0,0,330.25,2247.0,212000,37,81,0,144,40,0,1,0,0,0,0,1,0
